step,train_loss,lr
156,3.2791855335235596,0.001
157,3.271827459335327,0.001
158,3.204066276550293,0.001
159,3.151151657104492,0.001
160,3.1441590785980225,0.001
161,3.092020273208618,0.001
162,3.1225697994232178,0.001
163,3.049816846847534,0.001
164,3.0743215084075928,0.001
165,3.062236785888672,0.001
166,2.999706745147705,0.001
167,2.9889025688171387,0.001
168,2.958076000213623,0.001
169,2.8924107551574707,0.001
170,2.925039768218994,0.001
171,2.9382917881011963,0.001
172,2.9134438037872314,0.001
173,2.949409008026123,0.001
174,2.8746602535247803,0.001
175,2.8656439781188965,0.001
176,2.8219962120056152,0.001
177,2.8188979625701904,0.001
178,2.7690815925598145,0.001
179,2.8171000480651855,0.001
180,2.8144640922546387,0.001
181,2.8156230449676514,0.001
182,2.7489125728607178,0.001
183,2.7261552810668945,0.001
184,2.6861443519592285,0.001
185,2.6957972049713135,0.001
186,2.662929058074951,0.001
187,2.677434206008911,0.001
188,2.6636605262756348,0.001
189,2.607633590698242,0.001
190,2.64867901802063,0.001
191,2.59753155708313,0.001
192,2.6172573566436768,0.001
193,2.615173578262329,0.001
194,2.5987019538879395,0.001
195,2.618654489517212,0.001
196,2.579714298248291,0.001
197,2.639953851699829,0.001
198,2.5786924362182617,0.001
199,2.5619301795959473,0.001
200,2.557709217071533,0.001
201,2.523062229156494,0.001
202,2.560093879699707,0.001
203,2.5274837017059326,0.001
204,2.5465073585510254,0.001
205,2.4836533069610596,0.001
206,2.5253891944885254,0.001
207,2.566413640975952,0.001
208,2.480201482772827,0.001
209,2.431990146636963,0.001
210,2.4629714488983154,0.001
211,2.4537503719329834,0.001
212,2.4279258251190186,0.001
213,2.389979124069214,0.001
214,2.4209744930267334,0.001
215,2.4427478313446045,0.001
216,2.4291646480560303,0.001
217,2.390669345855713,0.001
218,2.3793771266937256,0.001
219,2.3654158115386963,0.001
220,2.3469817638397217,0.001
221,2.353895664215088,0.001
222,2.3415307998657227,0.001
223,2.3646938800811768,0.001
224,2.4035723209381104,0.001
225,2.31687331199646,0.001
226,2.334991455078125,0.001
227,2.3174684047698975,0.001
228,2.3162662982940674,0.001
229,2.342414140701294,0.001
230,2.347090721130371,0.001
231,2.3530445098876953,0.001
232,2.302164077758789,0.001
233,2.2982239723205566,0.001
234,2.291834831237793,0.001
235,2.2852580547332764,0.001
236,2.2676751613616943,0.001
237,2.2914884090423584,0.001
238,2.286057472229004,0.001
239,2.266488552093506,0.001
240,2.2968521118164062,0.001
241,2.315706491470337,0.001
242,2.2743303775787354,0.001
243,2.2450337409973145,0.001
244,2.256723165512085,0.001
245,2.2109408378601074,0.001
246,2.2379977703094482,0.001
247,2.2036819458007812,0.001
248,2.2219181060791016,0.001
249,2.218675136566162,0.001
250,2.186767578125,0.001
251,2.2826218605041504,0.001
252,2.213343858718872,0.001
253,2.247926712036133,0.001
254,2.170300006866455,0.001
255,2.1907362937927246,0.001
256,2.1869561672210693,0.001
257,2.164119243621826,0.001
258,2.1935510635375977,0.001
259,2.209665060043335,0.001
260,2.1740195751190186,0.001
261,2.2025747299194336,0.001
262,2.145416259765625,0.001
263,2.1461427211761475,0.001
264,2.176081418991089,0.001
265,2.1613354682922363,0.001
266,2.1020267009735107,0.001
267,2.1372692584991455,0.001
268,2.1231796741485596,0.001
269,2.0960047245025635,0.001
270,2.119039297103882,0.001
271,2.1173505783081055,0.001
272,2.097194194793701,0.001
273,2.0814032554626465,0.001
274,2.0445549488067627,0.001
275,2.0921897888183594,0.001
276,2.1162736415863037,0.001
277,2.1301910877227783,0.001
278,2.0938303470611572,0.001
279,2.0803380012512207,0.001
280,2.0494916439056396,0.001
281,2.107541084289551,0.001
282,2.0570666790008545,0.001
283,2.031243324279785,0.001
284,2.0634992122650146,0.001
285,2.075767993927002,0.001
286,2.080420970916748,0.001
287,2.048316240310669,0.001
288,2.015739917755127,0.001
289,2.0184226036071777,0.001
290,2.063555955886841,0.001
291,2.026690721511841,0.001
292,2.0294432640075684,0.001
293,2.0203707218170166,0.001
294,2.0336263179779053,0.001
295,2.010701894760132,0.001
296,2.017040491104126,0.001
297,1.9874694347381592,0.001
298,2.0762360095977783,0.001
299,1.9885272979736328,0.001
300,2.01438045501709,0.001
301,1.9802675247192383,0.001
302,2.064375162124634,0.001
303,2.011702060699463,0.001
304,1.9852921962738037,0.001
305,2.066486358642578,0.001
306,1.966211199760437,0.001
307,1.9409271478652954,0.001
308,1.9897708892822266,0.001
309,2.0090200901031494,0.001
310,2.0069823265075684,0.001
311,1.986144781112671,0.001
312,1.9407154321670532,0.001
313,1.9391765594482422,0.001
314,1.9675068855285645,0.001
315,1.9523810148239136,0.001
316,1.980120062828064,0.001
317,1.9650259017944336,0.001
318,1.9518178701400757,0.001
319,1.8771778345108032,0.001
320,1.8807811737060547,0.001
321,1.8335309028625488,0.001
322,1.9153114557266235,0.001
323,1.966901421546936,0.001
324,1.937177062034607,0.001
325,1.9376780986785889,0.001
326,1.8832470178604126,0.001
327,1.8921470642089844,0.001
328,1.946834683418274,0.001
329,1.888685941696167,0.001
330,1.8941892385482788,0.001
331,1.8753575086593628,0.001
332,1.9082112312316895,0.001
333,1.9412575960159302,0.001
334,1.911757469177246,0.001
335,1.8600713014602661,0.001
336,1.8926204442977905,0.001
337,1.9087934494018555,0.001
338,1.86668062210083,0.001
339,1.911146640777588,0.001
340,1.8782613277435303,0.001
341,1.8691312074661255,0.001
342,1.8213766813278198,0.001
343,1.8579736948013306,0.001
344,1.836754560470581,0.001
345,1.9067394733428955,0.001
346,1.9294689893722534,0.001
347,1.9214248657226562,0.001
348,1.8131029605865479,0.001
349,1.8325228691101074,0.001
350,1.826509714126587,0.001
351,1.8882769346237183,0.001
352,1.8949838876724243,0.001
353,1.8890353441238403,0.001
354,1.8248839378356934,0.001
355,1.8180313110351562,0.001
356,1.8151088953018188,0.001
357,1.8538179397583008,0.001
358,1.8084220886230469,0.001
359,1.8045775890350342,0.001
360,1.818791389465332,0.001
361,1.8021881580352783,0.001
362,1.8630369901657104,0.001
363,1.7857394218444824,0.001
364,1.7723222970962524,0.001
365,1.80793297290802,0.001
366,1.8655591011047363,0.001
367,1.837796926498413,0.001
368,1.804064154624939,0.001
369,1.7641736268997192,0.001
370,1.7920758724212646,0.001
371,1.8216301202774048,0.001
372,1.7832608222961426,0.001
373,1.8341617584228516,0.001
374,1.855217456817627,0.001
375,1.8000473976135254,0.001
376,1.7315298318862915,0.001
377,1.7418911457061768,0.001
378,1.8194102048873901,0.001
379,1.8525357246398926,0.001
380,1.7841743230819702,0.001
381,1.722561240196228,0.001
382,1.8044337034225464,0.001
383,1.846368432044983,0.001
384,1.817901372909546,0.001
385,1.8164293766021729,0.001
386,1.7312052249908447,0.001
387,1.7319231033325195,0.001
388,1.7449196577072144,0.001
389,1.8398635387420654,0.001
390,1.803026795387268,0.001
391,1.7846953868865967,0.001
392,1.698324203491211,0.001
393,1.767504096031189,0.001
394,1.731863260269165,0.001
395,1.704802393913269,0.001
396,1.7134292125701904,0.001
397,1.710077166557312,0.001
398,1.699371576309204,0.001
399,1.752339243888855,0.001
400,1.7738250494003296,0.001
401,1.7392277717590332,0.001
402,1.790973424911499,0.001
403,1.7502294778823853,0.001
404,1.7547731399536133,0.001
405,1.6787196397781372,0.001
406,1.6803239583969116,0.001
407,1.7218111753463745,0.001
408,1.7174750566482544,0.001
409,1.6895354986190796,0.001
410,1.7203290462493896,0.001
411,1.7167282104492188,0.001
412,1.704933762550354,0.001
413,1.6348193883895874,0.001
414,1.6559540033340454,0.001
415,1.7365622520446777,0.001
416,1.7695719003677368,0.001
417,1.7617061138153076,0.001
418,1.66581392288208,0.001
419,1.716926097869873,0.001
420,1.7039904594421387,0.001
421,1.6809048652648926,0.001
422,1.6817647218704224,0.001
423,1.6587263345718384,0.001
424,1.6625512838363647,0.001
425,1.6709052324295044,0.001
426,1.6788698434829712,0.001
427,1.6458781957626343,0.001
428,1.6279619932174683,0.001
429,1.6926850080490112,0.001
430,1.6766999959945679,0.001
431,1.652335286140442,0.001
432,1.6877256631851196,0.001
433,1.6207774877548218,0.001
434,1.6157692670822144,0.001
435,1.7150009870529175,0.001
436,1.7535066604614258,0.001
437,1.6917052268981934,0.001
438,1.7326773405075073,0.001
439,1.642390489578247,0.001
440,1.6442503929138184,0.001
441,1.6450912952423096,0.001
442,1.6869828701019287,0.001
443,1.7300894260406494,0.001
444,1.6803466081619263,0.001
445,1.6347107887268066,0.001
446,1.5569407939910889,0.001
447,1.64301598072052,0.001
448,1.6961103677749634,0.001
449,1.6652345657348633,0.001
450,1.6546169519424438,0.001
451,1.6092791557312012,0.001
452,1.6045665740966797,0.001
453,1.6447722911834717,0.001
454,1.7443087100982666,0.001
455,1.697835922241211,0.001
456,1.6202713251113892,0.001
457,1.6697105169296265,0.001
458,1.6244109869003296,0.001
459,1.658078908920288,0.001
460,1.6504899263381958,0.001
461,1.6491930484771729,0.001
462,1.6704297065734863,0.001
463,1.6191215515136719,0.001
464,1.6245808601379395,0.001
465,1.643754243850708,0.001
466,1.6494425535202026,0.001
467,1.6939184665679932,0.001
468,1.6456090211868286,0.001
469,1.6311088800430298,0.001
470,1.6995834112167358,0.001
471,1.6438443660736084,0.001
472,1.730360746383667,0.001
473,1.7293579578399658,0.001
474,1.6594735383987427,0.001
475,1.6134848594665527,0.001
476,1.559149980545044,0.001
477,1.655492901802063,0.001
478,1.6330726146697998,0.001
479,1.6139715909957886,0.001
480,1.6223313808441162,0.001
481,1.6301349401474,0.001
482,1.6036226749420166,0.001
483,1.6587377786636353,0.001
484,1.6349916458129883,0.001
485,1.5964292287826538,0.001
486,1.6176612377166748,0.001
487,1.733986258506775,0.001
488,1.661598801612854,0.001
489,1.5712779760360718,0.001
490,1.5515798330307007,0.001
491,1.6065292358398438,0.001
492,1.6164262294769287,0.001
493,1.5884876251220703,0.001
494,1.4873485565185547,0.001
495,1.5414623022079468,0.001
496,1.5320324897766113,0.001
497,1.4839212894439697,0.001
498,1.5503755807876587,0.001
499,1.564409852027893,0.001
500,1.5445692539215088,0.001
501,1.5650675296783447,0.00075
502,1.5477710962295532,0.00075
503,1.5085160732269287,0.00075
504,1.4910557270050049,0.00075
505,1.4821525812149048,0.00075
506,1.4764869213104248,0.00075
507,1.5295435190200806,0.00075
508,1.5290323495864868,0.00075
509,1.5059704780578613,0.00075
510,1.4756325483322144,0.00075
511,1.5267342329025269,0.00075
512,1.4561177492141724,0.00075
513,1.495996356010437,0.00075
514,1.488617181777954,0.00075
515,1.5210380554199219,0.00075
516,1.4937204122543335,0.00075
517,1.4793592691421509,0.00075
518,1.4692672491073608,0.00075
519,1.4243237972259521,0.00075
520,1.475665807723999,0.00075
521,1.5028437376022339,0.00075
522,1.5289957523345947,0.00075
523,1.5299928188323975,0.00075
524,1.4417729377746582,0.00075
525,1.4543092250823975,0.00075
526,1.4241855144500732,0.00075
527,1.4830836057662964,0.00075
528,1.5064460039138794,0.00075
529,1.4243571758270264,0.00075
530,1.4072322845458984,0.00075
531,1.4785354137420654,0.00075
532,1.4196759462356567,0.00075
533,1.4793938398361206,0.00075
534,1.4512208700180054,0.00075
535,1.3910953998565674,0.00075
536,1.4983528852462769,0.00075
537,1.4295374155044556,0.00075
538,1.4144580364227295,0.00075
539,1.4021462202072144,0.00075
540,1.4134130477905273,0.00075
541,1.449708104133606,0.00075
542,1.4033688306808472,0.00075
543,1.414414405822754,0.00075
544,1.3744367361068726,0.00075
545,1.357343077659607,0.00075
546,1.3746956586837769,0.00075
547,1.3775789737701416,0.00075
548,1.3722926378250122,0.00075
549,1.3456155061721802,0.00075
550,1.3775355815887451,0.00075
551,1.404191017150879,0.00075
552,1.4067822694778442,0.00075
553,1.345659852027893,0.00075
554,1.3176006078720093,0.00075
555,1.3684531450271606,0.00075
556,1.4110158681869507,0.00075
557,1.3343379497528076,0.00075
558,1.3224631547927856,0.00075
559,1.363430380821228,0.00075
560,1.3826677799224854,0.00075
561,1.4229776859283447,0.00075
562,1.438119649887085,0.00075
563,1.4423938989639282,0.00075
564,1.4428043365478516,0.00075
565,1.3368587493896484,0.00075
566,1.3707473278045654,0.00075
567,1.3663954734802246,0.00075
568,1.3754527568817139,0.00075
569,1.368187665939331,0.00075
570,1.3450212478637695,0.00075
571,1.422468900680542,0.00075
572,1.4187909364700317,0.00075
573,1.407669186592102,0.00075
574,1.352738618850708,0.00075
575,1.3933454751968384,0.00075
576,1.4191256761550903,0.00075
577,1.3764548301696777,0.00075
578,1.3863952159881592,0.00075
579,1.3839032649993896,0.00075
580,1.4021391868591309,0.00075
581,1.3574775457382202,0.00075
582,1.3583593368530273,0.00075
583,1.4004629850387573,0.00075
584,1.3194366693496704,0.00075
585,1.3757373094558716,0.00075
586,1.3121038675308228,0.00075
587,1.3896183967590332,0.00075
588,1.4072272777557373,0.00075
589,1.3799749612808228,0.00075
590,1.3264343738555908,0.00075
591,1.354950189590454,0.00075
592,1.2962238788604736,0.00075
593,1.277359127998352,0.00075
594,1.3334698677062988,0.00075
595,1.2783801555633545,0.00075
596,1.3105058670043945,0.00075
597,1.3353478908538818,0.00075
598,1.3076674938201904,0.00075
599,1.3901822566986084,0.00075
600,1.4115090370178223,0.00075
601,1.3251279592514038,0.00075
602,1.349611520767212,0.00075
603,1.3417905569076538,0.00075
604,1.3713921308517456,0.00075
605,1.3330552577972412,0.00075
606,1.3278532028198242,0.00075
607,1.3155168294906616,0.00075
608,1.2727456092834473,0.00075
609,1.3411715030670166,0.00075
610,1.2912445068359375,0.00075
611,1.3399322032928467,0.00075
612,1.3091737031936646,0.00075
613,1.3405661582946777,0.00075
614,1.3076344728469849,0.00075
615,1.3008568286895752,0.00075
616,1.2683539390563965,0.00075
617,1.2615326642990112,0.00075
618,1.2783327102661133,0.00075
619,1.3047592639923096,0.00075
620,1.2956990003585815,0.00075
621,1.2556531429290771,0.00075
622,1.3271509408950806,0.00075
623,1.2773358821868896,0.00075
624,1.2873016595840454,0.00075
625,1.2793158292770386,0.00075
626,1.3102118968963623,0.00075
627,1.23740553855896,0.00075
628,1.2640329599380493,0.00075
629,1.2541983127593994,0.00075
630,1.2387055158615112,0.00075
631,1.2737672328948975,0.00075
632,1.2750844955444336,0.00075
633,1.2589868307113647,0.00075
634,1.2347400188446045,0.00075
635,1.2743172645568848,0.00075
636,1.252372145652771,0.00075
637,1.27547025680542,0.00075
638,1.2887578010559082,0.00075
639,1.2206127643585205,0.00075
640,1.276819109916687,0.00075
641,1.243597388267517,0.00075
642,1.2670698165893555,0.00075
643,1.3217629194259644,0.00075
644,1.2886992692947388,0.00075
645,1.189258337020874,0.00075
646,1.2478363513946533,0.00075
647,1.2392175197601318,0.00075
648,1.2812860012054443,0.00075
649,1.2936807870864868,0.00075
650,1.2428014278411865,0.00075
651,1.239898681640625,0.00075
652,1.370314121246338,0.00075
653,1.3111023902893066,0.00075
654,1.350515604019165,0.00075
655,1.2466009855270386,0.00075
656,1.2099215984344482,0.00075
657,1.1923801898956299,0.00075
658,1.208382487297058,0.00075
659,1.307379961013794,0.00075
660,1.277654767036438,0.00075
661,1.2869936227798462,0.00075
662,1.2075622081756592,0.00075
663,1.164069652557373,0.00075
664,1.250690221786499,0.00075
665,1.2339067459106445,0.00075
666,1.2488548755645752,0.00075
667,1.2067662477493286,0.00075
668,1.2245392799377441,0.00075
669,1.2422853708267212,0.00075
670,1.1651607751846313,0.00075
671,1.14605712890625,0.00075
672,1.1880040168762207,0.00075
673,1.2040624618530273,0.00075
674,1.1518831253051758,0.00075
675,1.1636276245117188,0.00075
676,1.1706631183624268,0.00075
677,1.1452194452285767,0.00075
678,1.1625183820724487,0.00075
679,1.1914924383163452,0.00075
680,1.1638998985290527,0.00075
681,1.2346583604812622,0.00075
682,1.2188830375671387,0.00075
683,1.1947286128997803,0.00075
684,1.0888102054595947,0.00075
685,1.1818969249725342,0.00075
686,1.227594017982483,0.00075
687,1.1392778158187866,0.00075
688,1.1285256147384644,0.00075
689,1.130631685256958,0.00075
690,1.1069947481155396,0.00075
691,1.1555824279785156,0.00075
692,1.1454607248306274,0.00075
693,1.1742773056030273,0.00075
694,1.1360344886779785,0.00075
695,1.0971940755844116,0.00075
696,1.1044973134994507,0.00075
697,1.200801134109497,0.00075
698,1.1576796770095825,0.00075
699,1.116780400276184,0.00075
700,1.1728535890579224,0.00075
701,1.1785147190093994,0.00075
702,1.1087359189987183,0.00075
703,1.0732985734939575,0.00075
704,1.136368989944458,0.00075
705,1.1717512607574463,0.00075
706,1.127130389213562,0.00075
707,1.1305783987045288,0.00075
708,1.1473997831344604,0.00075
709,1.159726858139038,0.00075
710,1.1006475687026978,0.00075
711,1.0935624837875366,0.00075
712,1.1650265455245972,0.00075
713,1.134809136390686,0.00075
714,1.1359976530075073,0.00075
715,1.0665583610534668,0.00075
716,1.087012767791748,0.00075
717,1.126824975013733,0.00075
718,1.0673465728759766,0.00075
719,1.1025298833847046,0.00075
720,1.0688109397888184,0.00075
721,1.0780766010284424,0.00075
722,1.024540901184082,0.00075
723,1.1100114583969116,0.00075
724,1.1016161441802979,0.00075
725,1.075670599937439,0.00075
726,1.0801067352294922,0.00075
727,1.044116497039795,0.00075
728,0.9993129968643188,0.00075
729,1.0517488718032837,0.00075
730,1.0695983171463013,0.00075
731,1.075148582458496,0.00075
732,1.0737913846969604,0.00075
733,1.057935118675232,0.00075
734,1.1004436016082764,0.00075
735,1.026230812072754,0.00075
736,1.0180463790893555,0.00075
737,0.9899867177009583,0.00075
738,1.0718109607696533,0.00075
739,1.064475655555725,0.00075
740,1.0541510581970215,0.00075
741,0.9790538549423218,0.00075
742,1.0581467151641846,0.00075
743,1.0294337272644043,0.00075
744,0.9890744090080261,0.00075
745,1.0626654624938965,0.00075
746,1.0355857610702515,0.00075
747,1.0498524904251099,0.00075
748,1.0575777292251587,0.00075
749,1.0038814544677734,0.00075
750,1.0466225147247314,0.00075
751,1.0397069454193115,0.0005625000000000001
752,1.0210399627685547,0.0005625000000000001
753,0.9417577981948853,0.0005625000000000001
754,0.9347043037414551,0.0005625000000000001
755,0.9424378275871277,0.0005625000000000001
756,0.9536169767379761,0.0005625000000000001
757,0.9388736486434937,0.0005625000000000001
758,0.9360669851303101,0.0005625000000000001
759,0.9278841018676758,0.0005625000000000001
760,0.9083702564239502,0.0005625000000000001
761,0.909678041934967,0.0005625000000000001
762,0.9196528792381287,0.0005625000000000001
763,0.9848923087120056,0.0005625000000000001
764,0.9270564317703247,0.0005625000000000001
765,0.9014303684234619,0.0005625000000000001
766,0.8785591125488281,0.0005625000000000001
767,0.9091404676437378,0.0005625000000000001
768,0.8549072742462158,0.0005625000000000001
769,0.9034087061882019,0.0005625000000000001
770,0.8585277199745178,0.0005625000000000001
771,0.8374045491218567,0.0005625000000000001
772,0.8251418471336365,0.0005625000000000001
773,0.8428886532783508,0.0005625000000000001
774,0.8964203000068665,0.0005625000000000001
775,0.85723477602005,0.0005625000000000001
776,0.8946579098701477,0.0005625000000000001
777,0.8578259348869324,0.0005625000000000001
778,0.8542504906654358,0.0005625000000000001
779,0.8862470388412476,0.0005625000000000001
780,0.8675709366798401,0.0005625000000000001
781,0.8761507868766785,0.0005625000000000001
782,0.8683596253395081,0.0005625000000000001
783,0.8507715463638306,0.0005625000000000001
784,0.8111164569854736,0.0005625000000000001
785,0.8396415114402771,0.0005625000000000001
786,0.843723475933075,0.0005625000000000001
787,0.8088898062705994,0.0005625000000000001
788,0.7992680072784424,0.0005625000000000001
789,0.8022881746292114,0.0005625000000000001
790,0.8171058297157288,0.0005625000000000001
791,0.7768515944480896,0.0005625000000000001
792,0.768314778804779,0.0005625000000000001
793,0.7851348519325256,0.0005625000000000001
794,0.7870407104492188,0.0005625000000000001
795,0.7672390937805176,0.0005625000000000001
796,0.7435553669929504,0.0005625000000000001
797,0.7886748313903809,0.0005625000000000001
798,0.8114751577377319,0.0005625000000000001
799,0.7690443992614746,0.0005625000000000001
800,0.6919853091239929,0.0005625000000000001
801,0.7871573567390442,0.0005625000000000001
802,0.793840765953064,0.0005625000000000001
803,0.730339765548706,0.0005625000000000001
804,0.8133359551429749,0.0005625000000000001
805,0.7064186334609985,0.0005625000000000001
806,0.7618342041969299,0.0005625000000000001
807,0.8005015254020691,0.0005625000000000001
808,0.7491796016693115,0.0005625000000000001
809,0.7307288646697998,0.0005625000000000001
810,0.7762410044670105,0.0005625000000000001
811,0.790256679058075,0.0005625000000000001
812,0.7957961559295654,0.0005625000000000001
813,0.7629665732383728,0.0005625000000000001
814,0.726569414138794,0.0005625000000000001
815,0.7452410459518433,0.0005625000000000001
816,0.7290843725204468,0.0005625000000000001
817,0.7107622623443604,0.0005625000000000001
818,0.7659747004508972,0.0005625000000000001
819,0.7827179431915283,0.0005625000000000001
820,0.691624641418457,0.0005625000000000001
821,0.7542723417282104,0.0005625000000000001
822,0.7344520092010498,0.0005625000000000001
823,0.7543367743492126,0.0005625000000000001
824,0.7112320065498352,0.0005625000000000001
825,0.7586672902107239,0.0005625000000000001
826,0.7587582468986511,0.0005625000000000001
827,0.677043080329895,0.0005625000000000001
828,0.7189562320709229,0.0005625000000000001
829,0.7053181529045105,0.0005625000000000001
830,0.6586429476737976,0.0005625000000000001
831,0.6889743208885193,0.0005625000000000001
832,0.7024033069610596,0.0005625000000000001
833,0.6665088534355164,0.0005625000000000001
834,0.6835244297981262,0.0005625000000000001
835,0.7096231579780579,0.0005625000000000001
836,0.7299361228942871,0.0005625000000000001
837,0.6734555959701538,0.0005625000000000001
838,0.6652233600616455,0.0005625000000000001
839,0.6879820823669434,0.0005625000000000001
840,0.6655049324035645,0.0005625000000000001
841,0.6922760009765625,0.0005625000000000001
842,0.7249591946601868,0.0005625000000000001
843,0.7345895767211914,0.0005625000000000001
844,0.6480767130851746,0.0005625000000000001
845,0.67462158203125,0.0005625000000000001
846,0.6936442255973816,0.0005625000000000001
847,0.664909839630127,0.0005625000000000001
848,0.6654725074768066,0.0005625000000000001
849,0.6915725469589233,0.0005625000000000001
850,0.6534676551818848,0.0005625000000000001
851,0.6914049386978149,0.0005625000000000001
852,0.7129566669464111,0.0005625000000000001
853,0.691681444644928,0.0005625000000000001
854,0.695958137512207,0.0005625000000000001
855,0.646381676197052,0.0005625000000000001
856,0.7330802083015442,0.0005625000000000001
857,0.6830557584762573,0.0005625000000000001
858,0.6302825808525085,0.0005625000000000001
859,0.6265552043914795,0.0005625000000000001
860,0.5942244529724121,0.0005625000000000001
861,0.5569887757301331,0.0005625000000000001
862,0.6098719835281372,0.0005625000000000001
863,0.6815090775489807,0.0005625000000000001
864,0.634882926940918,0.0005625000000000001
865,0.6109411716461182,0.0005625000000000001
866,0.6253055930137634,0.0005625000000000001
867,0.667888343334198,0.0005625000000000001
868,0.6078627705574036,0.0005625000000000001
869,0.5960720777511597,0.0005625000000000001
870,0.5760974884033203,0.0005625000000000001
871,0.5978503823280334,0.0005625000000000001
872,0.6451702117919922,0.0005625000000000001
873,0.5478207468986511,0.0005625000000000001
874,0.5554323792457581,0.0005625000000000001
875,0.6103164553642273,0.0005625000000000001
876,0.5856862664222717,0.0005625000000000001
877,0.5680448412895203,0.0005625000000000001
878,0.5711933970451355,0.0005625000000000001
879,0.6227363348007202,0.0005625000000000001
880,0.6406862735748291,0.0005625000000000001
881,0.6040251851081848,0.0005625000000000001
