step,train_loss,lr
0,5.555585861206055,0.0003
1,5.169224739074707,0.0003
2,4.968952178955078,0.0003
3,4.837845325469971,0.0003
4,4.756167888641357,0.0003
5,4.703514575958252,0.0003
6,4.647258758544922,0.0003
7,4.599764823913574,0.0003
8,4.547469615936279,0.0003
9,4.495547771453857,0.0003
10,4.444086074829102,0.0003
11,4.397342681884766,0.0003
12,4.340428829193115,0.0003
13,4.289505481719971,0.0003
14,4.24305534362793,0.0003
15,4.181303024291992,0.0003
16,4.120965003967285,0.0003
17,4.069338798522949,0.0003
18,4.009988784790039,0.0003
19,3.9454760551452637,0.0003
20,3.901568651199341,0.0003
21,3.852114200592041,0.0003
22,3.8023812770843506,0.0003
23,3.7588367462158203,0.0003
24,3.714430570602417,0.0003
25,3.6618919372558594,0.0003
26,3.6239981651306152,0.0003
27,3.571815252304077,0.0003
28,3.5306432247161865,0.0003
29,3.4990663528442383,0.0003
30,3.453218698501587,0.0003
31,3.4138219356536865,0.0003
32,3.37446665763855,0.0003
33,3.341404914855957,0.0003
34,3.2979960441589355,0.0003
35,3.2608211040496826,0.0003
36,3.233760118484497,0.0003
37,3.1919333934783936,0.0003
38,3.170558452606201,0.0003
39,3.146225690841675,0.0003
40,3.115797996520996,0.0003
41,3.090458869934082,0.0003
42,3.0554347038269043,0.0003
43,3.0255489349365234,0.0003
44,3.001006603240967,0.0003
45,2.975475788116455,0.0003
46,2.944340705871582,0.0003
47,2.9160430431365967,0.0003
48,2.923933506011963,0.0003
49,2.880511999130249,0.0003
50,2.8594629764556885,0.0003
51,2.8362624645233154,0.0003
52,2.817397117614746,0.0003
53,2.781926155090332,0.0003
54,2.782946825027466,0.0003
55,2.75728440284729,0.0003
56,2.7332186698913574,0.0003
57,2.720198392868042,0.0003
58,2.6924545764923096,0.0003
59,2.670297861099243,0.0003
60,2.657691240310669,0.0003
61,2.65289044380188,0.0003
62,2.6285905838012695,0.0003
63,2.6053361892700195,0.0003
64,2.5973947048187256,0.0003
