step,mean_alpha,val_loss
0,5.97134944371088,4.574779033660889
250,2.3087980318175,2.209045934677124
500,2.079690131425968,0.936252212524414
750,2.029772427132501,0.3765354216098785
1000,1.990873602878209,0.30577259659767153
1250,1.9741599047647729,0.15443447083234788
1500,1.9667313310913603,0.22631426006555558
1750,1.9526788343695283,0.2482295364141464
2000,1.9495772202429262,0.27973475605249404
2250,1.9491018712635875,0.17014188170433045
2500,1.9370928349520475,0.2409324899315834
2750,1.9322311037352313,0.17863296568393708
3000,1.925527377554403,0.31128920167684554
3250,1.9128761443383173,0.3096906438469887
3500,1.907000285503692,0.2619563743472099
3750,1.9012165223176125,0.17029512971639632
4000,1.8933292842472533,0.4166785001754761
4250,1.9022574140020827,0.19001273810863495
4500,1.8953149598408812,0.17353258654475212
4750,1.8848535709562044,0.16681066304445266
5000,1.8833448397914663,0.1571103259921074
5250,1.8835981260678518,0.19705695062875747
5500,1.8665221072991398,0.1059350199997425
5750,1.8494353452972454,0.18369450569152831
6000,1.8450836409422708,0.22599735110998154
6250,1.8426583978268352,0.2123556464910507
6500,1.839001057228502,0.1645478680729866
6750,1.8342229745925374,0.1909798339009285
7000,1.8271850891576602,0.20611259788274766
7250,1.8251096118786425,0.16474785506725312
7500,1.8234846096834727,0.13306805789470671
7750,1.8182554064103218,0.06880361810326577
8000,1.8113749683174423,0.07481883987784385
8250,1.8081099446383446,0.08520120531320571
8500,1.8045739510830008,0.07761017307639122
8750,1.8079905446307512,0.12541201263666152
9000,1.777793705292903,0.06476017199456692
9250,1.7941581911563804,0.26319960653781893
9500,1.784040054975808,0.11069825142621995
9750,1.7821844684551298,0.1017106257379055
10000,1.7783557368059673,0.23011215031147003
10250,1.7755093734946779,0.09007074423134327
10500,1.7757063257869579,0.2196589380502701
10750,1.7691616078878387,0.19834621846675873
11000,1.753401493970302,0.11041919142007828
11250,1.8060341601171976,0.11315206438302994
11500,1.8058085204852115,0.21626117825508118
11750,1.8132842446394524,0.06974381320178509
12000,1.8081908020911968,0.10785665474832058
12250,1.8046622595079012,0.07689224369823933
12500,1.8001028472053464,0.05444796942174435
12750,1.802950876469231,0.08295251168310643
13000,1.7971800322306528,0.18389935344457625
13250,1.7953709123632489,0.057880520820617676
13500,1.790397041402631,0.15838627889752388
13750,1.7881807429754306,0.07304405327886343
14000,1.7922721476699994,0.07360634841024875
14250,1.7893413521673267,0.2262704961001873
14500,1.786071063129469,0.1872299551963806
14750,1.7801211083859363,0.16758430153131484
15000,1.7800464324820189,0.0551687516272068
15250,1.7769325778180498,0.11689193919301033
15500,1.774489350092946,0.0338448328897357
15750,1.7692332078593682,0.0896304588764906
16000,1.7670555549806513,0.07809034753590822
16250,1.7652964511703668,0.15541021302342414
16500,1.7666121951571196,0.16193192899227143
16750,1.7608679735881227,0.042006706818938255
17000,1.7092077467060864,0.07597023658454419
17250,1.7015966352053609,0.05500710904598236
17500,1.70514359170727,0.028158694738522172
17750,1.7040196369893041,0.06794548630714417
18000,1.7052704838629427,0.029452447686344384
18250,1.7058373617363627,0.09576576463878154
18500,1.7022017802534237,0.052379111386835576
18750,1.699080972352006,0.05047222282737494
19000,1.70008303676641,0.04690234586596489
19250,1.6976231786383633,0.04152595419436693
19500,1.7013250782289742,0.11348689757287503
19750,1.6955368096999002,0.04520710054785013
20000,1.6936836637428632,0.016877931356430054
20250,1.692737156017277,0.08880060464143753
20500,1.6881211321101666,0.014086030109319836
20750,1.6893208825096178,0.02605193676427007
21000,1.6840516221244382,0.03169775567948818
21250,1.680881232907905,0.02753546929452568
21500,1.6826634652509302,0.04289406472817063
21750,1.677511432909182,0.07088113576173782
22000,1.6754588716154795,0.054388439282774925
22250,1.6799320762481003,0.08708134274929762
22500,1.6826452055920456,0.05746840937063098
22750,1.675547859227391,0.06527446210384369
23000,1.6746399115878994,0.05472260918468237
23250,1.6755430982127562,0.028746919054538012
23500,1.6678748855705474,0.029058179724961518
23750,1.671949282039306,0.03637046180665493
24000,1.672173569056296,0.020175833208486437
24250,1.6695228498816481,0.1134425487369299
24500,1.6718963444058903,0.0993167869746685
24750,1.6700671842736274,0.028231781744398176
25000,1.670085522609964,0.14272303357720376
25250,1.670423851618011,0.09116388633847236
25500,1.6664693310162537,0.11813743487000465
25750,1.6646528490769048,0.0034474326928830125
26000,1.664338888825886,0.057956368755549194
26250,1.66402795631758,0.04206871101632714
26500,1.6638170002540462,0.06147350873798132
26750,1.6568511711690903,0.03527212766930461
27000,1.6587162058797966,0.021369307255372404
27250,1.6581610281037853,0.04838801082223654
27500,1.6564687321921796,0.017447209288366138
27750,1.6554525538571963,0.0940424695611
28000,1.655378799780889,0.03223354667425156
28250,1.6578771990608803,0.0017583243090484757
28500,1.6576223083038222,0.13885104805231094
28750,1.6545362389551852,0.02230820821132511
29000,1.6544260265336435,0.004487837583292275
29250,1.6520121670039367,0.03279345603659749
29500,1.6494826697216491,0.032341374456882475
29750,1.6538882982407965,0.04695771643891931
30000,1.6511315278058747,0.037463558837771416
30250,1.6519122512580982,0.02991009010002017
30500,1.6506200815052534,0.0543251121416688
30750,1.6517719501787855,0.04685663636773825
31000,1.6527421844656212,0.03205409562215209
31250,1.6505200991777353,0.020660885566758224
31500,1.652595227398056,0.0576995681039989
31750,1.6502805052688605,0.01487578465603292
32000,1.648453063545851,0.007362648972775787
32250,1.6493423789357464,0.0186352303273452
32500,1.6475103037037557,0.02182329073548317
32750,1.6467488449119547,0.025391996157122777
33000,1.6464256229448098,0.01604217989370227
33250,1.6456237978341797,0.0461068645119667
33500,1.6451622530515324,0.029140645079314707
33750,1.6438019888930657,0.002597108578629559
34000,1.6430492077795231,0.011110978189390153
34250,1.6411784630423127,0.05868310257792473
34500,1.6389530127893714,0.01959710891242139
34750,1.6367705726852755,0.012997995340265333
35000,1.6344934939961913,0.026801368652377276
35250,1.6350225216353782,0.021877494547516106
35500,1.6352894427074285,0.029009140096604824
35750,1.635666358259685,0.016990641900338232
36000,1.6337323953209495,0.009537472225201783
36250,1.6341093512334885,0.007089245016686618
36500,1.6335025433919113,0.028583372035063802
36750,1.6330782857406914,0.0018602823955006897
37000,1.6363878029970866,0.003401588730048388
37250,1.6347930532963848,0.06077468167059123
37500,1.6339018260315648,0.008432409394299612
37750,1.6335728395640756,0.01585130802122876
38000,1.6340567364813785,0.009558972450031433
38250,1.6361296532934904,0.0011009491501681623
38500,1.638300230734092,0.06244014408439398
38750,1.6373048462510778,0.028993158601224422
39000,1.6337449651360185,0.04596619312651455
39250,1.6356971518934749,0.044381437852280214
39500,1.634994554782853,0.01851928816176951
39750,1.6351075242101862,0.028734633885324
